"","outletID","estID","east_DD","south_DD","est_name","full_ecosystem_type_name","est_ecosystem_type_code","biogeographical_zone","efz_ha","condition24","condition18","condition11","fishing_effort24","fishing_effort18","fishing_effort11","hund_km_zone","hund_km_zone_cond","fish","fish2018","efz_area","sum_area24pa","sum_area18pa","mod11","mod18","mod24","pes11","pes18","pes24"
"215",354,215,30.193694,-31.08452,"uMthavuna","3 Subtropical - Predominantly Open","S-PO","cSubTrop",159.8130442362,81.0032830830142,83.528939699617,81.125,"H","H","L",27,84.2057672972988,65,65,1600017.83936098,153611.638236788,153611.638236788,"NearNatural","NearNatural","NearNatural","B","B","B"
"216",355,216,30.20482,-31.0753938888889,"iSolwane","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",18.69580414962,75.9155030848992,87.3105030848992,82.9,"L","L","L",27,84.2057672972988,65,75,186958.055129555,43335.0870949355,43335.0870949355,"NearNatural","NearNatural","NearNatural","B","B","B"
"217",360,217,30.2290579722222,-31.0426199722222,"iSandlu","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",32.357369137,72.7570630246255,72.3520630246255,69.2,"L","L","L",27,84.2057672972988,65,40,323573.720897411,0,0,"Moderate","Moderate","Moderate","C","C","C"
"218",361,218,30.2356009972222,-31.0346599972222,"uMbhoyibhoyi","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",20.17519450185,77.7480478917231,85.8430478917231,78.6,"L","L","L",27,84.2057672972988,65,75,201751.947386537,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"219",364,219,30.2568309722222,-31.011437,"uMuntongazi","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",11.49452067822,72.2331576233261,75.2531576233261,78.875,"L","L","L",27,84.2057672972988,60,60,114945.193782026,0,0,"NearNatural","NearNatural","Moderate","B","B","C"
"220",365,220,30.269293,-30.9973958333333,"iKhandalendlovu","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",31.64771631604,75.7137096774194,82.0837096774194,75.525,"L","L","L",27,84.2057672972988,65,75,316477.150461151,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"221",370,221,30.284106,-30.9737077777778,"iMpenjani","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",100.8320462951,71.8643251034009,73.3343251034009,79.625,"M","M","L",27,84.2057672972988,50,55,1008320.52926731,738740.614042671,738740.614042671,"NearNatural","Moderate","Moderate","B","C","C"
"222",371,222,30.3030749722222,-30.9454138888889,"uMhlangomkhulu (South) (Umhlangankulu)","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",45.4798425399,67.3513805352528,66.3513805352528,64.875,"M","L","L",27,84.2057672972988,45,45,454798.488157069,82190.9359523794,82190.9359523794,"Moderate","Moderate","Moderate","C","C","C"
"223",372,223,30.308989,-30.935966,"iKhaba","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",26.19552847428,64.9324068787274,68.7324068787274,80.375,"M","L","L",28,65.0565290258565,45,55,261955.271861544,0,0,"NearNatural","Moderate","Moderate","B","C","C"
"224",374,224,30.3347839972222,-30.9086397222222,"iMbizana","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",95.8929985963,78.4503325022003,79.4503325022003,77.375,"M","M","L",28,65.0565290258565,65,65,958929.976037607,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"225",377,225,30.3471359722222,-30.8940788888889,"iMvutshini","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",10.74164203896,63.9,75.1281211348637,75.3,"L","L","L",28,65.0565290258565,55,65,107416.46189743,0,0,"NearNatural","NearNatural","Moderate","B","B","C"
"226",378,226,30.3489299722222,-30.8901908333333,"iBilanhlonhlo","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",23.62585780093,58.1704775399316,64.2704775399316,62.8,"H","L","L",28,65.0565290258565,40,50,236258.571521101,0,0,"Moderate","Moderate","Heavily","C","C","D"
"227",379,227,30.3589559722222,-30.8784038888889,"uVuzana","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",9.82377901671,68.1,71.6,69.6,"M","L","L",28,65.0565290258565,45,55,98237.78718141,0,0,"Moderate","Moderate","Moderate","C","C","C"
"228",380,228,30.3727359722222,-30.8614688888889,"iKongeni","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",44.7892460035,37.7301795163307,39.8051795163307,61.65,"M","M","L",28,65.0565290258565,25,35,447892.984556604,0,0,"Moderate","Heavily","Severely","C","D","E"
"229",382,229,30.3953139722222,-30.8364847222222,"uVunguza","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",14.45509121613,74.9902480048227,76.7902480048227,77.55,"L","L","L",28,65.0565290258565,70,75,144550.95655681,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"230",384,230,30.405588,-30.820225,"oHlangeni","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",70.3217701331,60.1323252787133,64.4523252787133,69.95,"M","M","L",28,65.0565290258565,45,55,703217.699701524,0,0,"Moderate","Moderate","Moderate","C","C","C"
"231",389,231,30.4236579722222,-30.7895338888889,"iZotsha","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",103.9779862545,70.25,76.625,70.55,"M","M","L",28,65.0565290258565,65,80,1039780.26264119,0,0,"Moderate","NearNatural","Moderate","C","B","C"
"232",390,232,30.4392369722222,-30.7706969444444,"iBhobhoyi","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",47.86076174051,71.9312687886733,76.4512687886734,67.8,"L","L","L",28,65.0565290258565,65,70,478607.63976581,0,0,"Moderate","NearNatural","Moderate","C","B","C"
"233",392,233,30.447669,-30.7577069444444,"uMbango","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",36.72253741962,29.5935319310878,30.9685319310878,37.475,"L","L","L",28,65.0565290258565,5,5,367225.397774555,0,0,"Severely","Severely","Severely","E","E","E"
"234",393,234,30.4583,-30.7398327777778,"uMzimkhulu","3 Subtropical - Predominantly Open","S-PO","cSubTrop",402.88832518459,71.695,79.1,70.125,"VH","VH","H",28,65.0565290258565,55,80,4028883.17667669,0,0,"Moderate","NearNatural","Moderate","C","B","C"
"235",395,235,30.4816949722222,-30.7095927777778,"uMthente","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",102.5199660219,67.3310195534911,67.8310195534911,67.175,"M","L","L",28,65.0565290258565,60,65,1025199.55772847,0,0,"Moderate","Moderate","Moderate","C","C","C"
"236",396,236,30.498345,-30.688165,"uMhlangomkhulu (North) (Mhlangamkulu)","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",27.87445082746,62.113568061366,64.663568061366,70.35,"M","L","L",28,65.0565290258565,60,70,278744.548001091,0,0,"Moderate","Moderate","Moderate","C","C","C"
"237",399,237,30.5104259722222,-30.6724619444444,"iDombe","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",27.05962688242,59.1184651027138,58.3984651027138,64.9,"L","L","L",28,65.0565290258565,55,55,270596.238257442,0,0,"Moderate","Heavily","Heavily","C","D","D"
"238",402,238,30.517298,-30.6603158333333,"iKhoshwana","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",23.08390888801,61.95,61.95,68.6,"L","L","L",28,65.0565290258565,45,45,230839.105292441,0,0,"Moderate","Moderate","Moderate","C","C","C"
"239",406,239,30.5365339722222,-30.637205,"iNjambili","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",67.3877861251,63.2732973022073,64.2732973022073,76.3,"L","L","L",28,65.0565290258565,70,70,673877.915258265,0,0,"NearNatural","Moderate","Moderate","B","C","C"
"240",408,240,30.547781,-30.6139258333333,"uMzumbe","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",291.1660637322,62.4488541117525,60.8488541117525,59.075,"M","L","L",28,65.0565290258565,50,55,2911660.58137329,0,0,"Heavily","Moderate","Moderate","D","C","C"
"241",410,241,30.5713989722222,-30.584478,"uMhlabashana","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",32.50420546831,78.27,75.65,77.675,"L","L","L",28,65.0565290258565,75,75,325042.07852296,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"242",413,242,30.5832349722222,-30.5608127777778,"uMhlungwa","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",43.75434257134,68.07,68.07,69.175,"L","L","L",28,65.0565290258565,60,60,437543.44844863,0,0,"Moderate","Moderate","Moderate","C","C","C"
"243",415,243,30.6070649722222,-30.531815,"uMfazezala","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",20.90735468784,61.2653800374086,64.0653800374086,68.475,"M","M","L",28,65.0565290258565,55,55,209073.552754712,0,0,"Moderate","Moderate","Moderate","C","C","C"
"244",416,244,30.610236,-30.5258569444444,"uMakhosi","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",18.95433978711,70.837507797879,73.407507797879,80.5,"L","L","L",28,65.0565290258565,65,65,189543.587087046,0,0,"NearNatural","Moderate","Moderate","B","C","C"
"245",419,245,30.6247219722222,-30.5084088888889,"uMnamfu","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",18.10281585344,66.162507797879,68.962507797879,74.475,"M","M","L",28,65.0565290258565,55,55,181028.491406,0,0,"Moderate","Moderate","Moderate","C","C","C"
"246",420,246,30.6356,-30.485175,"uMthwalume","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",185.5989862424,64.775,70.145,57.775,"M","M","L",28,65.0565290258565,50,55,1855989.06809446,0,0,"Heavily","Moderate","Moderate","D","C","C"
"247",422,247,30.647614,-30.4697988888889,"uMvuzi","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",36.732471282,65.1,71.47,67.65,"M","M","L",28,65.0565290258565,55,60,367324.662221859,0,0,"Moderate","Moderate","Moderate","C","C","C"
"248",423,248,30.653613,-30.4566869444444,"iFafa","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",111.2107626357,56.4746406757968,62.3446406757968,59.6,"M","M","L",28,65.0565290258565,45,50,1112107.71741912,0,0,"Moderate","Moderate","Heavily","C","C","D"
"249",426,249,30.6715909722222,-30.4260477777778,"uMdesingane","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",24.98699290033,49.35,49.35,61.15,"M","M","L",28,65.0565290258565,20,20,249869.925196528,0,0,"Moderate","Heavily","Heavily","C","D","D"
"250",427,250,30.6777429722222,-30.4150127777778,"iSezela","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",72.71962676478,62.25,63.8,51.15,"M","M","L",28,65.0565290258565,45,45,727196.23059499,0,0,"Heavily","Moderate","Moderate","D","C","C"
"251",428,251,30.682835,-30.4056069444444,"uMkhumbane","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",24.822429909,61.95,64.75,64.125,"M","M","L",29,34.4075090965721,50,50,248224.368966597,0,0,"Moderate","Moderate","Moderate","C","C","C"
"252",431,252,30.720378,-30.3528769444444,"iNkomba","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",1.117802823975,63,72.4,65.45,"L","L","L",29,34.4075090965721,45,55,11178.0415221611,0,0,"Moderate","Moderate","Moderate","C","C","C"
"253",432,253,30.7091449722222,-30.3676409722222,"uMuziwezinto","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",105.3070227214,65.2594130058888,60.1894130058888,65.15,"M","M","L",29,34.4075090965721,60,50,1053070.25906499,0,0,"Moderate","Moderate","Moderate","C","C","C"
"254",433,254,30.727318,-30.34647,"uMzimayi","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",26.59149808962,60.353006013036,61.3736072156432,71.15,"M","M","L",29,34.4075090965721,60,60,265914.991160285,0,24749.5040098536,"Moderate","Moderate","Moderate","C","C","C"
"255",434,255,30.7346375,-30.3338068055556,"Rocky Bay","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",5.86731509807,57.728006013036,59.1236072156432,59,"M","M","L",29,34.4075090965721,60,60,58673.1484520944,0,32452.6012869701,"Heavily","Heavily","Heavily","D","D","D"
"256",438,256,30.7592959722222,-30.2803977777778,"uMphambanyoni","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",84.4142965759,65.4880747279939,68.2880747279939,62.25,"M","M","L",29,34.4075090965721,60,65,844142.906293619,3842.8740914574,94471.7885123511,"Moderate","Moderate","Moderate","C","C","C"
"257",439,257,30.763926,-30.269138,"aMahlongwa","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",98.14869382544,74.334147229115,72.264147229115,72.275,"M","M","M",29,34.4075090965721,60,60,981486.84221673,0,75833.7022554278,"Moderate","Moderate","Moderate","C","C","C"
"258",442,258,30.793734,-30.2251327777778,"uMahlongwane","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",40.6542111778,61.7275954215983,71.323114505918,76.625,"M","M","L",29,34.4075090965721,40,60,406540.123798132,16702.9221006197,105348.574406741,"NearNatural","Moderate","Moderate","B","C","C"
"259",444,259,30.803868,-30.2025889722222,"uMkhomazi","3 Subtropical - Predominantly Open","S-PO","cSubTrop",331.878962624,64.365,67.85,65.525,"VH","VH","H",29,34.4075090965721,45,60,3318789.68588161,76624.1322293854,269504.068654159,"Moderate","Moderate","Moderate","C","C","C"
"260",445,260,30.8171309972222,-30.17884,"iNgane","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",34.6346164083,59.7179193192661,65.5879193192661,82.05,"L","L","L",29,34.4075090965721,50,55,346346.127492142,121398.022823393,121398.022823393,"NearNatural","Moderate","Moderate","B","C","C"
"261",446,261,30.8307269722222,-30.15567,"uMgababa","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",137.9717411136,69.566114563496,68.686114563496,79.15,"H","H","L",29,34.4075090965721,55,60,1379717.4091936,94092.7078095586,94092.7078095586,"NearNatural","Moderate","Moderate","B","C","C"
"262",448,262,30.847659,-30.1295239722222,"uMsimbazi","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",193.6535656027,73.4025734373933,77.033088124872,86.65,"VH","H","L",29,34.4075090965721,50,60,1936535.69149024,423512.73918432,423512.73918432,"NearNatural","NearNatural","Moderate","B","B","C"
"263",449,263,30.857575,-30.105432,"iLovu","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",425.3700386728,58.3037325447982,60.8037325447982,62.625,"VH","VH","M",29,34.4075090965721,45,55,4253700.50744107,0,0,"Moderate","Moderate","Heavily","C","C","D"
"264",451,264,30.8732609722222,-30.078032,"aManzanamtoti","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",55.2209884979,28.635,32.475,42.225,"VH","L","L",29,34.4075090965721,15,30,552209.885386639,0,0,"Heavily","Severely","Severely","D","E","E"
"265",452,265,30.884643,-30.0585599722222,"aManzimtoti","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",50.3004573795,37.739080959917,40.139080959917,48.75,"VH","L","L",29,34.4075090965721,1,15,503004.544526951,0,0,"Heavily","Heavily","Severely","D","D","E"
"266",453,266,30.9367879722222,-30.009709,"iZimbokodo","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",89.3640573606,28.525,31.675,34,"VH","L","L",29,34.4075090965721,10,25,893640.636578232,0,0,"Severely","Severely","Severely","E","E","E"
"267",454,267,30.9512609972222,-29.9958969444444,"iSiphingo","3 Subtropical - Predominantly Open","S-PO","cSubTrop",704.4328991343,9.85,12.15,12.625,"VH","L","L",29,34.4075090965721,1,5,7044329.06061046,0,0,"Severely","Severely","Severely","E","E","E"
"268",455,268,31.062508,-29.8661347222222,"Durban Bay","3 Subtropical - Estuarine Bay","S-EB","cSubTrop",2815.20198644369,24.8604729372604,26.2604729372604,39.8,"VH","VH","H",29,34.4075090965721,5,5,28152019.8774511,0,0,"Heavily","Severely","Severely","D","E","E"
"269",456,269,31.0426119722222,-29.8084958333333,"uMngeni","3 Subtropical - Predominantly Open","S-PO","cSubTrop",403.5491521452,31.985,36.2,46.45,"VH","VH","L",29,34.4075090965721,5,5,4035492.23319158,552650.804345036,552650.804345036,"Heavily","Severely","Severely","D","E","E"
"270",457,270,31.1014729972222,-29.7030088888889,"uMhlanga","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",150.8142108396,37.75,51.65,44.5,"VH","M","L",30,55.3158195768531,10,35,1508142.09790285,224667.811406135,224667.811406135,"Heavily","Heavily","Severely","D","D","E"
"271",458,271,31.129148,-29.650593,"uMdloti","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",189.5169581211,41.7,45.35,41.15,"VH","M","L",30,55.3158195768531,20,45,1895169.60033441,0,0,"Heavily","Heavily","Heavily","D","D","D"
"272",462,272,31.184885,-29.5734097222222,"uThongathi","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",145.61304714419,37.835,44.275,30.725,"VH","L","L",30,55.3158195768531,5,30,1456130.50895707,0,0,"Severely","Heavily","Severely","E","D","E"
"273",470,273,31.2781699722222,-29.4601597222222,"uMhlali","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",200.8704564029,52.26,57.625,63.675,"H","M","L",30,55.3158195768531,45,55,2008704.53729271,0,0,"Moderate","Heavily","Heavily","C","D","D"
"274",471,274,31.294736,-29.4379769444444,"Bob’s Stream","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",8.91049479301,56.5,76.7,61.975,"L","L","L",30,55.3158195768531,65,75,89104.9615271804,0,0,"Moderate","NearNatural","Heavily","C","B","D"
"275",472,275,31.302904,-29.4293519444444,"uSetheni","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",10.2197524051,76.775,76.85,69.85,"L","L","L",30,55.3158195768531,75,75,102197.518699606,44414.7948211078,0,"Moderate","NearNatural","NearNatural","C","B","B"
"276",476,276,31.3348539972222,-29.3918819444444,"uMvoti","3 Subtropical - Large Fluvially Dominated","S-LFD","cSubTrop",288.6571731959,51.965,54.675,46.025,"M","L","L",30,55.3158195768531,50,50,2886570.45988424,311775.983274734,0,"Heavily","Heavily","Heavily","D","D","D"
"277",477,277,31.373829,-29.3524029722222,"uMdlotane","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",79.91439838031,73.5889577349634,78.5889577349634,87.55,"M","M","L",30,55.3158195768531,50,65,799143.979871489,62948.5697161891,0,"NearNatural","NearNatural","Moderate","B","B","C"
"278",478,278,31.40708,-29.318857,"iNonoti","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",153.8088955776,62.7772094012376,65.5772094012376,76.575,"H","M","L",30,55.3158195768531,20,20,1538089.00777442,158905.958165766,0,"NearNatural","Moderate","Moderate","B","C","C"
"279",479,279,31.4434779722222,-29.28159,"iZinkwazi","3 Subtropical - Large Temporarily Closed","S-LTC","cSubTrop",300.1493817482,72.6878989353965,75.7754787224759,67.375,"H","H","L",30,55.3158195768531,60,65,3001493.85935076,148304.388283188,0,"Moderate","NearNatural","Moderate","C","B","C"
"280",480,280,31.501006,-29.2242527777778,"uThukela","3 Subtropical - Large Fluvially Dominated","S-LFD","cSubTrop",1261.0065783495,56.35,57.625,63.5,"VH","VH","H",30,55.3158195768531,30,45,12610066.2927311,6046423.89365414,9836.57361363274,"Moderate","Heavily","Heavily","C","D","D"
"281",481,281,31.644552,-29.0836959972222,"aMatigulu/iNyoni","3 Subtropical - Predominantly Open","S-PO","cSubTrop",1183.077822896,71.1,84.25,80.325,"VH","H","H",31,41.7646364250632,50,80,11830764.8730232,10710791.9279503,9099078.50701894,"NearNatural","NearNatural","Moderate","B","B","C"
"282",482,282,31.763138,-28.966881,"iSiyaya","3 Subtropical - Small Temporarily Closed","S-STC","cSubTrop",88.425301984,35.925,23.875,11.9,"VH","M","L",31,41.7646364250632,15,15,884252.933914203,772319.098948105,449835.239980226,"Severely","Severely","Severely","E","E","E"
"283",483,283,31.8230269722222,-28.9447208333333,"uMlalazi","3 Subtropical - Predominantly Open","S-PO","cSubTrop",1851.7002270986,74.1,79.25,78.375,"VH","H","H",31,41.7646364250632,80,70,18517002.1571828,4710520.91420152,4223292.24360066,"NearNatural","NearNatural","Moderate","B","B","C"
"284",486,284,32.0499909722222,-28.8488747222222,"uMhlathuze","3 Subtropical - Estuarine Lake","S-EL","cSubTrop",5642.2670593507,40.475,47.325,60.2,"VH","VH","H",31,41.7646364250632,35,15,56422665.7075839,13230437.5082905,13230437.5082905,"Moderate","Heavily","Heavily","C","D","D"
"285",487,285,32.0977669722222,-28.814205,"Richards Bay","3 Subtropical - Estuarine Lake","S-EL","cSubTrop",6354.1515737836,30.9,44,57.35,"VH","VH","H",31,41.7646364250632,20,35,63650727.4960792,0,0,"Heavily","Heavily","Severely","D","D","E"
"286",488,286,32.2571179722222,-28.6614058333333,"iNhlabane","3 Subtropical - Estuarine Lake","S-EL","cSubTrop",1875.7220010243,32.3,32.225,40.225,"VH","H","L",31,41.7646364250632,15,5,18757219.9512468,0,0,"Heavily","Severely","Severely","D","E","E"
"287",489,287,32.425051,-28.389275,"iMfolozi/uMsunduze","3 Subtropical - Large Fluvially Dominated","S-LFD","cSubTrop",7903.7751328033,52.5,52.5,53.5,"VH","VH","H",32,49.0957305511494,35,45,79037328.2462705,40538726.8485189,39561240.5863575,"Heavily","Heavily","Heavily","D","D","D"
"288",490,288,32.4247289722222,-28.3825627777778,"St Lucia","3 Subtropical - Estuarine Lake","S-EL","cSubTrop",67992.1733033746,48.7,48,39.625,"VH","VH","H",32,49.0957305511494,39,49,679922154.306163,617595903.439577,609602166.670833,"Heavily","Heavily","Heavily","D","D","D"
"289",491,289,32.6805949722222,-27.5395527777778,"uMgobezeleni","4 Tropical - Estuarine Lake","T-EL","dTropical",829.3319319291,78.575,81.075,82.575,"VH","H","M",33,78.575,50,55,8293317.37771945,6156451.84389162,6156451.84389162,"NearNatural","NearNatural","NearNatural","B","B","B"
"290",492,290,32.880789,-26.8951738888889,"Kosi","4 Tropical - Estuarine Lake","T-EL","dTropical",7336.9496233915,87.7,91,81.75,"VH","VH","VH",34,87.7,70,75,73369630.3466334,68989625.0057163,68989625.0057163,"NearNatural","Natural","NearNatural","B","A","B"
